卫生计生	K市中心医院中层干部竞聘上岗极不公平
教育文体	C市易俗河百花小学老师私自办补习班成群
环境保护	投诉E8县高沙镇巴水村三瀛渔具厂严重污染环境
教育文体	D6县原民办代课老师的补偿工资没有到位
劳动和社会保障	施工企业可以因为员工是乙肝病毒携带者而拒绝员工继续工作吗？
卫生计生	关于预防先天缺陷的建议
商贸旅游	十一期间J市东江湖旅游景区乱收费
劳动和社会保障	咨询A6区农村合作医疗生育全免费政策
教育文体	2011年E5县中小学教师职称评审工作何时开始？
教育文体	A7县当年的代课教师都摸底调查造册了，补贴费用为什么还没发下来？
环境保护	了解一下K市区产生的城市垃圾是怎么处理的？
劳动和社会保障	C市银行业协会劳动法未给我签订劳动合同
教育文体	B9市童慧幼儿园收费不合理
劳动和社会保障	H1区学立方培训机构不给员工买五险一金
环境保护	G8县楚江街道办与嘉乐园一带焚烧有毒有害烟尘污染空气
城乡建设	通K6县住房公积金工作人员上班期间提早下班
劳动和社会保障	已领社保人员还要在D12市另买新农合吗
劳动和社会保障	楚江航运建设管理局的员工希望领导能来视察
城乡建设	B市时代云龙城8栋702、703业主私自搭建阳棚
教育文体	西地省第一届中学生运动会可办理 运动员等级证书比赛项目的通知有问题
环境保护	C4市摩托商贸城住宅小区楼下的KTV深夜扰民谁来管
教育文体	请求更换高塘岭实验小学南校区五年级语文老师
教育文体	西地省科技经贸职业学院招生办阻挡学生退档 
商贸旅游	M5市涟水名城小区55栋的电梯经常性出问题
城乡建设	在G5县滨江壹号买房三年还没有不动产证
教育文体	C市一中高二违规补课
城乡建设	关于请求解决新就业大学生廉租房问题的请示！
交通运输	A3区莲花镇菜鸟驿站所有快递取件收费
环境保护	K2区河东梅湾路通联总公司机房噪音太大扰民无人管
城乡建设	K2区火车站傍边金都天府商品房无证，找谁解决？
商贸旅游	A市潮宗御苑A座的米奇妙妙儿童摄影卷款跑路了
卫生计生	D市第一人民医院口腔科要包给私人美容科
劳动和社会保障	A3区学士街道居民反映7月份失业保险金发放问题
劳动和社会保障	咨询F市F9市老年人购买养老保险事宜
教育文体	关于在A市黄花机场空港城附近增设健身运动场所的建议
劳动和社会保障	为何G市企业退休职工的养老金会屡次推迟发放
环境保护	请求拆除A市蔡锷路小学周边信号发射塔
卫生计生	J5县医疗市场太乱，医疗机构审批太随意
城乡建设	我在A市先锋至C市板塘C6915城铁车厢里丢失一个包，投诉无门！
劳动和社会保障	A市人社局处理历史社保缴费问题不当
环境保护	G7县热市镇水泥厂污染严重，请及时关闭
卫生计生	G市G3县人电视台利节风广告骗人，请让它下架
环境保护	B9市蔚蓝国际小区内违规开设歌厅
城乡建设	J11市波水乡波水村危房改造，政府补贴在哪里？
环境保护	反映F市黄沙街镇环境污染问题
环境保护	K4县石期市的河水被锰污染了，请救命
环境保护	西地省新荣立环保科技有限公司周末排放毒气
劳动和社会保障	因糖尿病住院注射甘精胰岛素能否参加新农合医保？
卫生计生	F7县卫生局开办几十家私立医院是在套取国家资金吗？
教育文体	D11市乡镇村小教师不足
劳动和社会保障	请提高事业单位工伤的待遇
环境保护	A6区桐林坳社区碎石黑工厂能关吗
环境保护	M3县祥星村的环境破坏程度真让人触目惊心
城乡建设	D市天马山桥头人行道上摆摊炒菜，影响极坏
教育文体	C3县易俗河英才幼儿园英宏园以添置设备为由谋取暴利
劳动和社会保障	我提交伤残复查鉴定申请是否合理？请批示！
劳动和社会保障	咨询西地省乡镇公务员跨地区调动问题
城乡建设	E7县岩口镇杨家村村民请求危房改造
城乡建设	希望M市公租房、廉租房早日真正并轨
商贸旅游	B2区市场群中国城门口一团伙打折免费送东西旗号诈骗老百姓钱财
商贸旅游	I3县天然气价格太高了
教育文体	请问我小孩何时能复学？
商贸旅游	C4市旅游资源多，希望大力开发
城乡建设	G市德山经开区需要一个综合性文化活动广场
环境保护	B9市在建教师园三期整夜施工，噪声过大
城乡建设	B9市主城区街道绿化不科学影响临街门店广告效果和经营
商贸旅游	反映E5县太芝庙乡“金海定点屠宰场”官商勾结垄断生猪市场恶行
劳动和社会保障	G5县今年企业退休人员有没有补发工资？
教育文体	请政府监督解决好A市下区离退休教师的福利待遇问题
劳动和社会保障	尽快补发E市早期退休“老人”的养老金
商贸旅游	B市天赐万象荟楼盘销售套路重重，交了首付不开发票
城乡建设	G市政公用事业管理局应“依法治安”
商贸旅游	K市汽车年检收费标准是多少？
环境保护	G市环保局包庇污染企业！
教育文体	M5市一中何时有塑胶跑道和体育馆？
商贸旅游	A市山水湾小区WS03栋2单元电梯老是出现故障，直接下坠
教育文体	小学生寒假暑假作业能不能少点？
教育文体	J6县第五中学补课让学生压力大
环境保护	J6县群众强烈呼吁取缔晋屏镇文桥桥村旁违法沙场
城乡建设	L6县一家庄小区房屋积水何时能干？
商贸旅游	C4市兴园小区电梯无人维修、监管 
环境保护	关于京珠复线（岳临高速）噪音污染的报告
环境保护	K1区居民中心建锰厂严重污染环境
教育文体	农村教育问题烦请书记重视
教育文体	举报G2区G1区镇中心小学无故放假问题
城乡建设	恳请市长帮我维护我的合法权益
商贸旅游	在西地省如何注销检验检测机构资质认定证书？
城乡建设	请解决M市老街人们天燃气使用问题
劳动和社会保障	投诉M3县焕发矿业公司违法解除劳动合同
商贸旅游	西地省康倍牌纸尿裤出现严重质量问题
交通运输	邮政快件只要高价不管速度快，还是快递吗？
劳动和社会保障	原M4市禾青镇水电站工作人员要求一视同仁落实补发津补贴
商贸旅游	请问K市办理不动产证需要多少费用？
教育文体	建议F市教育局叫停F5县三中的“晚四” 
城乡建设	A市轴承厂工矿棚户区改造项目问题的举报
劳动和社会保障	I市地区癌症病人职工医保报销比例是多少？
城乡建设	通K6县临口镇高速公路临口大桥下违章建筑多
城乡建设	关于强烈要求进行K7县棚户改造的报告
城乡建设	关于G市君香公寓(棚户区改造项目)回迁户的问题
商贸旅游	F市南湖区传销猖獗无人问津
城乡建设	L10县县飞山马王坪相关部门能否解决居民用电问题
城乡建设	请问K市安置房多久可以办理好两证？
劳动和社会保障	A2区城管特勤酷暑里的加班费被全部私吞
环境保护	E5县拟在塘口工业园内资江边设置垃圾焚烧场是否合理？
劳动和社会保障	博世员工加班为什么不给工资？
教育文体	D市衡钢小学划归教育局后，原衡钢子弟读书难
交通运输	G5县交通建设正在不断完善
商贸旅游	L4县龙腾家世物业公司丧失基本的行业底线！
交通运输	不法分子哄抬B市物流价格，扰乱经营市场
教育文体	D市蔡伦科技中等职业学校非法招生
劳动和社会保障	强烈建议西地省公务员招考进行户籍限制！
劳动和社会保障	咨询西地省内异地医保事宜
教育文体	还教育一片蓝蓝的天--在学校引入村委会的海选制度
环境保护	伍字醉暴力抗法省厅执法官员  煤炭熏的槟榔你敢吃吗？
城乡建设	L6县帐子塘上东门阁整条街的路灯无人维护
城乡建设	举报M3县城管大队罚款不开票
城乡建设	A市长盛上东区房子有质量问题
卫生计生	K1区七里店卫生院接种预防针的科室简直就是黑心寨
教育文体	望K市申请胡主席祭舜大典，弘扬中国的道德和慈孝文化
卫生计生	M5市安平镇在职村医反映待遇问题
教育文体	西地省博物馆该开馆啦！
城乡建设	请解决J2区五里牌棚户区内村民搬迁问题
商贸旅游	西地省钢材大市场园区内无法选择宽带服务商
交通运输	关于E7县汽车客运的投诉与整顿建议
商贸旅游	请省政府给予小微型创业企业公平竞争环境
卫生计生	关于设立省级抗蛇毒血清中心的建议
城乡建设	K6县西洲街道公园路办理不动产权证异常
教育文体	本地人为啥不能进捞刀河清水塘（原高岭小学）读书？
环境保护	D4区呆英岭镇雅士林项目扰民
城乡建设	M7市政府部门对房地产开发领域管理缺位，出现多个楼盘烂尾
劳动和社会保障	西地省企业退休人员养老金提标何时到位？
环境保护	K8县湾井镇群众为水源被严重污染而呐喊
城乡建设	请责令梅苑开发区新世界建材城附近的违规建筑停工，重新规划设计
劳动和社会保障	国企老工人养老金太低！
环境保护	西地省菲德克科技有限公司非法排污无环保手续
城乡建设	M5市自来水公司水质问题能否查查？
城乡建设	施工方恶意拖延工期且建筑质量不合格，求妥善解决
城乡建设	关于请求处理好A市家园小区停车收费问题的报告
环境保护	F6县范家坝周边猪场导致老百姓怨声载道
城乡建设	盼蒋厅长解决A市恒大名都房屋质量问题
劳动和社会保障	请求C4市农机公司改制解决足额退休金问题
劳动和社会保障	请问L9县县民政局下属企业的退休职工患尿毒症是否有帮扶政策？
劳动和社会保障	咨询工龄问题
教育文体	B市教师资格证补考必须重新交培训费才能考试？
教育文体	D市中南财经管理学校招生老师扰乱K4县职高招生秩序
交通运输	为何H2区的滴滴顺风车属于非法运营？
城乡建设	在L1区给划拨地办不动产证好难
商贸旅游	G市天源星城小区电梯已多次出现问题
城乡建设	K8县东门街棚户区改造补偿标准不明确不公平
环境保护	I6市金朝彩印厂严重污染周边空气，请严肃处理
城乡建设	G4县原塑料厂居民自来水管里长期流出的都是污水
教育文体	希望西地省增加一次教师资格考试
教育文体	请D市D4区教育文化体育局合理安排日常接待工作
教育文体	D市信息教育网上没有中考成绩
城乡建设	J10 县御林豪庭存安全隐患，验收不合格
城乡建设	M7市的公厕问题，领导们为何视而不见
城乡建设	G4县周文庙水厂经常停水
劳动和社会保障	请求落实解除劳动合同后相关问题
城乡建设	再谈柏家坪市场何时才有公厕？
商贸旅游	投诉J8县利民液化气有限公司涉嫌消费欺诈
劳动和社会保障	关于西地省公务员考试的专业目录设置的相关问题
教育文体	A3区博才咸嘉学校四（3）班班主任老师张勇违规有偿补课
教育文体	M3县的体育教育改革势在必行
城乡建设	A7县农村拆迁购房劵兑现遭遇困难
卫生计生	M2县计生所信息录入错误，我“被生育”
城乡建设	关于J11市农村危楼改造相关政府扶持政策
商贸旅游	J10 县牌楼乡屠宰场垄断经营欺行霸市欺压百姓
教育文体	A7县普高老师也要拥有报名参加城区重点高中、初中、小学教师招聘的机会
交通运输	M3县的士乱收费，是M3县人和来M3县的人悲哀
城乡建设	经开区产业工人活动中心何时开工？
劳动和社会保障	A市参保问题的咨询
劳动和社会保障	望多关心市州、县区单位工作的工人们
城乡建设	K8县洒水车洒水路面湿滑导致重大安全隐患
劳动和社会保障	劳动维权处处碰壁，请领导为我们做主！
交通运输	请问C市的出租车乱象何时整治？
劳动和社会保障	投诉B市人力资源和社会保障局“有法不依”
城乡建设	举报M3县卢家村公路硬化工程和砂石路面建设工程的招投标有违规行为
卫生计生	M5市中医院被私人承包10年之久，医院职工待遇权益无人管之！
交通运输	I3县邮政局的违法用工行为何时休
教育文体	充分发掘K市的历史文物，全力打造K市文化强市
教育文体	A5区劳动东路小学早上开校门时间可否提前到7
城乡建设	投诉A市金毛地产精装修质量问题大！
教育文体	L市的教育水平有待于提高啊
城乡建设	E4县东方巴黎小区无土地证，无法成立业委会
教育文体	C3县教师考编出“儿戏”
教育文体	全民学英语浪费太多教育资源
城乡建设	C4市公路局家属院后面要建12层楼严重影响光线
卫生计生	L市第一人民医院血液科患者张玲亟需大家伸出援手！
卫生计生	湖北规定非婚生及超生婴儿可正常上户口为何西地省没有呢？
商贸旅游	给E7县小沙江、花瑶、赶苗节发展的建议（续）
环境保护	对G7县国土局、环保局违规发放采石证环保证的举报信
城乡建设	楚纸春江路安置小区内基本设施建设请不要再拖了！
城乡建设	H1区中天鹭鸶湾别墅占用绿化违建
城乡建设	A市何时能实现冬季集中供暖？
劳动和社会保障	M2县黑心包头拖欠农民工工资，劳动局为何不能保障我的权益
劳动和社会保障	西地省机关事业单位工资改革不知要到猴年马月才能搞好？
劳动和社会保障	建议G市多举办就业活动，缓解就业压力
教育文体	可否立法不允许在小学到高中教育阶段补课？
城乡建设	通道-县溪等公交车线路拒载中途下车的乘客
教育文体	请F7县电视台公布经营及财务情况
劳动和社会保障	请解决卫生副高晋级材料送审问题
环境保护	强烈要求摘除楚江油漆厂这颗毒瘤
教育文体	M7市谷韵民小2016年春季开学又要任性涨价千元是否合法合规？
城乡建设	"加州阳光小区东门违章建筑""限期整改""为什么变成了无限期?"
教育文体	M市三中小升初变相分重点班和普通班
教育文体	F5县墨山学校教育设施太落后了
商贸旅游	M4市、M3县是否出现了猪肉垄断现象？
商贸旅游	邵冬液化气垄断不合法，真的无人管了吗？
劳动和社会保障	A类1000元的技能培训补贴为何被克扣
卫生计生	请问新的《人口与计划生育条例》红头文件何时下发？
城乡建设	K市珍珠商贸小区卫生十多天没搞
劳动和社会保障	M2县新生儿参保问题的咨询
城乡建设	L7县县美林景苑没有房产证
教育文体	文化厅的雄起靠您了，我们年轻干部支持您！！
城乡建设	反映I3县南州镇滨江花园物业的问题
城乡建设	M5市红旗路修路把水管挖断了
商贸旅游	L3县筲箕湾的公交车每年遇春节期间就涨价
教育文体	反映C市财经职业技术学校伙食费乱收的问题
教育文体	火炬学校与红霞小学两所学校硬件差距太大
劳动和社会保障	H4县供销系统集体资产被政府侵占，下岗职工养老保险金无着的反映
劳动和社会保障	G4县超越电脑职业培训学校虚假培训骗取国家补贴几十万元
教育文体	请渌口区教育主管单位给我妻子开具工作调动证明
商贸旅游	咨询H市商品房质量监管问题
城乡建设	津市房屋质量有严重问题，一直处理未果
环境保护	D6县樟木乡云山殿村污水直排楚江
劳动和社会保障	西地省赛奥硅业股份有限公司为何不给员工买社保？
城乡建设	C2区中地凯旋城桩基施工严重扰民
劳动和社会保障	咨询一下拆迁户大病补助的事
教育文体	建议让C市每个学校都有心理咨询室
教育文体	E5县陈家坊镇中心小学校长加重学生负担
劳动和社会保障	一名J市事业单位退休职员的生存之争
教育文体	建议D市在中小学配备心理健康教育专职教师
城乡建设	H市住建局招投标涉嫌违法且回复不实
交通运输	G5县的士公司乱收费何时了？
教育文体	请求重视F市中华著名烈士纪念设施
城乡建设	请运输部门督促洞株路改造施工单位进行维护！
城乡建设	G2区的园林绿化差G1区太多了
教育文体	鞭炮必须从春节传统里开除
城乡建设	L3县汽车北站厕所收费
城乡建设	投诉在F5县北门市场西侧建楼影响老烟草局住房的采光与通风
卫生计生	F8市百姓因结扎手术内出血，计生办还未对事故进行处理
教育文体	A7县楚郡未来实验学校针对四年级学生上调学费是否违规
劳动和社会保障	为什么L2县2019年农村独生子女户、两女户要自己交医保
城乡建设	F8市城郊乡上马村拆迁安置无着落
劳动和社会保障	A市A1区友阿小额贷款有限公司克扣拖欠离职员工工资
教育文体	A5区17年部分新进教师住房公积金为什么没有调整
卫生计生	A市独生子女证要怎样才能办理
商贸旅游	M6州州学校后勤供应被垄断，高价配送
商贸旅游	M市吉星加气站的出租车车用天然气乱涨价，请调查监督
环境保护	J11市人民伤不起的核实J11市城区空气中重金属污染铅含量超标问题
城乡建设	请问申请M市廉租房需要满足哪些条件？
城乡建设	A市—C市往返上班的群众呼声
教育文体	K市假期不准补课，难道学校体育运动场所也不开放吗？
劳动和社会保障	G7县今年的城镇职工养老保险缴费为何涨了
劳动和社会保障	反映C市天易示范区内槟榔企业车间操作职工五险问题
劳动和社会保障	六十年代的全国人大代表待遇还没有现在的五保户待遇
劳动和社会保障	C市电力工程机械厂职工为何不能提前退休
劳动和社会保障	J市J6县南岭水泥厂恶意拖欠员工工资
劳动和社会保障	西地省为啥不予调整事业单位因公负伤人员伤残保健金标准？
教育文体	A市A3区一小学新生班突然取消午托
环境保护	E4县市灵山寺镇E4县贴合金厂没有环评资质
教育文体	L市网吧证到底有没有放开？
劳动和社会保障	2019年土建中级职称考试成绩何时可以公布？
城乡建设	投诉M14县华塘街道边区口子镇基础设施建设项目
交通运输	D6县西渡至碧崖客运班车乱涨价
城乡建设	A市鑫天格林香山物业想签霸王协议
劳动和社会保障	K市2016年度中专系列中级职称评审结果什么时候才有
交通运输	M14县的士的问题也需关注
劳动和社会保障	K市返乡工是否可以用工商营业执照贷款？
劳动和社会保障	水市水库职工生存艰难，恳请领导体察民情
商贸旅游	L2县的液化气价格太高了！
劳动和社会保障	咨询G市申请产假工资事宜
城乡建设	请K5县城管认真认责工作
交通运输	浅议I4县交通令人堪忧的现状
交通运输	关于B7县枣市镇洒水村农田排水沟与桥梁的质量报告
卫生计生	请张健厅长关注西地省这群可怜的“地中海贫血”孩子
卫生计生	K8县计生办要求必须结扎，不结扎就不给上户口
商贸旅游	达果二手车行欺骗消费者，销售问题车
劳动和社会保障	请无条件接收养K5县泷泊镇卫生院职工的老关系转移
卫生计生	遭B6县人民医院医疗侵害，患方维权路上又遇三大虎
商贸旅游	投诉F市新天地开发商违规收取办证费用
商贸旅游	G市泰达润景园一期电梯质量严重不过关
教育文体	B7县补课成风无人管
商贸旅游	一汽-大众新速腾汽车后悬架架存在严重缺陷
城乡建设	请为A9市北盛镇居民健身休闲提供一个场地
城乡建设	A市金茂府项目一房二卖
环境保护	J市里的郴江水都是臭水沟，脏到不行了
教育文体	赔我青春补我钱
商贸旅游	A市蓝光雍锦阁房屋价格明降暗升？
环境保护	K9县环保问题不能坐视不管
劳动和社会保障	J市事业单位招聘学历要求为全日制学历，合理吗？
劳动和社会保障	E市E5县医保城乡合并后，透析报销比例为什么还降低了
城乡建设	津市翔盛房产君之林府二期有严重质量问题
商贸旅游	A市润和国际广场置业顾问欺诈消费者
环境保护	迅力机电市场22栋112号做加工金属制造噪音影响健康
卫生计生	再婚二胎政策的咨询
环境保护	反映I6市动移公司在居民楼近距离建信号塔事件
教育文体	K8县仁和镇中心小学课程安排不合理
劳动和社会保障	为什么西地省与江苏2013年卫生厅直属事业单位招聘年龄要求相差10岁呢？
交通运输	交通拥堵
环境保护	A8县东湖塘镇卫生院通过净化的废水能进污水处理厂吗？
城乡建设	在国家卫生城市顽强存在的“脏乱差”小区——K1区御景豪园
交通运输	D11市亮源乡福源乡村物流点乱收费
商贸旅游	A6区有线电视台违规发布广告
教育文体	C4市楚一培训学校教师借培训之名谋私利
卫生计生	B9市卫生局和药品监督局乱收费，请邓局明查！
城乡建设	M11县建设局二级机构工程质量安全站不作为，工地接连发生死亡事故
城乡建设	K3县龙腾大厦问题好多
劳动和社会保障	请对A9市七宝山乡政府工作人员的公务员身份进行补登
卫生计生	请问2015年二孩全面开放的新政策需要具备哪些条件
卫生计生	K10县大坪塘乡秀岭水村抗战老战士紧急求助
劳动和社会保障	咨询离退休人员享受一次性生活补助的政策
教育文体	B9市华塘学校户口不是华塘的竟然要收费
交通运输	2016年度出租车燃油补贴未发放到位，是什么原因？
交通运输	L5县车牌Y5132的出租车乱收费有人管吗
环境保护	K2区珊瑚乡东零桥村岩塘组空气被严重污染
卫生计生	B9市卫生院院长的权力谁给的？
城乡建设	H3县书香名邸项目违规建高层
教育文体	投诉K8县桂冠中学违规招生
教育文体	D6县西渡镇咸水学校师资力量不足，请重视
交通运输	F市达韵快递的服务态度真差！
劳动和社会保障	M市病退鉴定什么时候搞
教育文体	B6县鸭塘铺中心完小长期教师资源缺乏
劳动和社会保障	E5县政府监管不作为，造成员工集资款无法偿还
城乡建设	E1区E1区公园唱歌扰民
教育文体	C市一中每周六都有补课
教育文体	C3县茶恩寺镇花桥中学收的托管费是教育局统一的吗？
劳动和社会保障	G市欢乐桃花岛旅游投资管理有限公司无视劳动法
教育文体	A8县政府应整顿部分原中小学民办教师非法收取“维权上访费”的歪风
教育文体	急求解决A市小孩中学转学问题！
城乡建设	L市L1区薰衣草家园小区开发商逾期7年仍然未给业主办理房产证
交通运输	乘坐E市出租车被加收5元春节服务费
卫生计生	F市未办理结婚证出生的小孩该如何上户口？
商贸旅游	B8县奥新燃气收费太贵
教育文体	E7县万和实验学校高中招生乱象
城乡建设	加强城乡规划工作需要再加把劲
劳动和社会保障	大学生成了社会就业的弱势群体，谁来保护？
劳动和社会保障	一定要到残联年审才能证明企业安排残疾人就业吗？
教育文体	G7县农村宴请风俗铺张浪费严重
城乡建设	J10 县供销合作联社恶意拖欠民工90万元建房工程款18年
